"long" "lat"
"1" -94.4979248046875 33.6669998168945
"2" -94.4807434082031 33.6555404663086
"3" -94.4750137329102 33.6326217651367
"4" -94.4635543823242 33.6154365539551
"5" -94.4520874023438 33.5982437133789
"6" -94.4234466552734 33.5982437133789
"7" -94.40625 33.5753288269043
"8" -94.4005279541016 33.5695991516113
"9" -94.3661499023438 33.5753288269043
"10" -94.3088531494141 33.5695991516113
"11" -94.2973937988281 33.5753288269043
"12" -94.2802047729492 33.586784362793
"13" -94.2630157470703 33.586784362793
"14" -94.2400970458984 33.5753288269043
"15" -94.2286376953125 33.5982437133789
"16" -94.2229080200195 33.6097030639648
"17" -94.2057189941406 33.6154365539551
"18" -94.1885375976562 33.6097030639648
"19" -94.1541595458984 33.586784362793
"20" -94.1484298706055 33.586784362793
"21" -94.1197738647461 33.5925178527832
"22" -94.0911254882812 33.5982437133789
"23" -94.0796661376953 33.586784362793
"24" -94.056755065918 33.5753288269043
"25" -94.051025390625 33.3003082275391
"26" -94.051025390625 33.0367469787598
"27" -94.051025390625 32.8992347717285
"28" -94.051025390625 32.7101631164551
"29" -94.051025390625 32.4064903259277
"30" -94.051025390625 32.2116889953613
"31" -94.056755065918 32.0168800354004
"32" -94.0109176635742 31.9882354736328
"33" -93.9593505859375 31.9366664886475
"34" -93.9077835083008 31.8908290863037
"35" -93.873405456543 31.8564529418945
"36" -93.873405456543 31.8278045654297
"37" -93.8447570800781 31.8048877716064
"38" -93.8332977294922 31.7876968383789
"39" -93.8332977294922 31.7590503692627
"40" -93.8161087036133 31.7304019927979
"41" -93.7989196777344 31.7132129669189
"42" -93.8103790283203 31.6960258483887
"43" -93.8275680541992 31.6845645904541
"44" -93.8390274047852 31.6731071472168
"45" -93.8390274047852 31.6501884460449
"46" -93.8218383789062 31.6387310028076
"47" -93.8275680541992 31.627269744873
"48" -93.8390274047852 31.6158123016357
"49" -93.8447570800781 31.5986232757568
"50" -93.8218383789062 31.5814323425293
"51" -93.7989196777344 31.5413246154785
"52" -93.7760009765625 31.5298671722412
"53" -93.7473526000977 31.5298671722412
"54" -93.7301635742188 31.5184097290039
"55" -93.7416305541992 31.5069484710693
"56" -93.7530822753906 31.4783000946045
"57" -93.7187042236328 31.4611110687256
"58" -93.7015228271484 31.4210052490234
"59" -93.6614074707031 31.3808975219727
"60" -93.6671371459961 31.3694400787354
"61" -93.684326171875 31.3407917022705
"62" -93.7015228271484 31.3236026763916
"63" -93.6957931518555 31.3121452331543
"64" -93.678596496582 31.3006839752197
"65" -93.6499557495117 31.2892265319824
"66" -93.6270294189453 31.2663078308105
"67" -93.6098480224609 31.2433891296387
"68" -93.6098480224609 31.2204704284668
"69" -93.5754699707031 31.1975517272949
"70" -93.5468139648438 31.2032814025879
"71" -93.5525512695312 31.1459865570068
"72" -93.5640106201172 31.1058807373047
"73" -93.5468139648438 31.0657730102539
"74" -93.5353622436523 31.0485820770264
"75" -93.5468139648438 31.0256633758545
"76" -93.5640106201172 31.0142059326172
"77" -93.5811920166016 30.9970169067383
"78" -93.5697402954102 30.979829788208
"79" -93.5582809448242 30.9683685302734
"80" -93.5468139648438 30.9511795043945
"81" -93.5468139648438 30.9339923858643
"82" -93.5640106201172 30.9168033599854
"83" -93.5754699707031 30.8996162414551
"84" -93.5640106201172 30.8824234008789
"85" -93.5754699707031 30.8537788391113
"86" -93.5811920166016 30.8365898132324
"87" -93.598388671875 30.8079414367676
"88" -93.6499557495117 30.727725982666
"89" -93.6671371459961 30.6876201629639
"90" -93.7015228271484 30.6532440185547
"91" -93.7015228271484 30.6303253173828
"92" -93.7015228271484 30.6131362915039
"93" -93.7187042236328 30.6016750335693
"94" -93.7301635742188 30.5844879150391
"95" -93.7416305541992 30.5443801879883
"96" -93.7301635742188 30.5042743682861
"97" -93.7187042236328 30.4584369659424
"98" -93.7301635742188 30.4412479400635
"99" -93.7301635742188 30.4183292388916
"100" -93.7530822753906 30.4011421203613
"101" -93.7588119506836 30.3323860168457
"102" -93.7473526000977 30.3209266662598
"103" -93.7129745483398 30.2808208465576
"104" -93.678596496582 30.2464408874512
"105" -93.6900634765625 30.2235221862793
"106" -93.684326171875 30.2006072998047
"107" -93.7015228271484 30.137580871582
"108" -93.7244338989258 30.0917434692383
"109" -93.7129745483398 30.0688247680664
"110" -93.7416305541992 30.0401763916016
"111" -93.7645416259766 30.0172576904297
"112" -93.7989196777344 29.9771499633789
"113" -93.8046493530273 29.9599628448486
"114" -93.8332977294922 29.9255867004395
"115" -93.861946105957 29.8797492980957
"116" -93.9077835083008 29.8511028289795
"117" -93.9307022094727 29.822452545166
"118" -93.9307022094727 29.7995338439941
"119" -93.9077835083008 29.7766151428223
"120" -93.8848648071289 29.7766151428223
"121" -93.8447570800781 29.7365093231201
"122" -93.873405456543 29.7365093231201
"123" -94.0395584106445 29.7078590393066
"124" -94.0682144165039 29.7078590393066
"125" -94.3203125 29.6104583740234
"126" -94.3604202270508 29.5932693481445
"127" -94.3833389282227 29.5875396728516
"128" -94.4291763305664 29.5760822296143
"129" -94.4750137329102 29.5588932037354
"130" -94.5323028564453 29.5359745025635
"131" -94.6125183105469 29.5015983581543
"132" -94.6812744140625 29.4614887237549
"133" -94.7213821411133 29.4213809967041
"134" -94.7500305175781 29.4099235534668
"135" -94.767219543457 29.3984661102295
"136" -94.7844085693359 29.4099235534668
"137" -94.7844085693359 29.4213809967041
"138" -94.767219543457 29.444299697876
"139" -94.7156524658203 29.4729499816895
"140" -94.6812744140625 29.5130558013916
"141" -94.6526260375977 29.5130558013916
"142" -94.6354370117188 29.5245132446289
"143" -94.6125183105469 29.5474319458008
"144" -94.5953369140625 29.5588932037354
"145" -94.5494995117188 29.5588932037354
"146" -94.5265731811523 29.5646209716797
"147" -94.5380325317383 29.5932693481445
"148" -94.5666885375977 29.6047306060791
"149" -94.6125183105469 29.5875396728516
"150" -94.68701171875 29.5760822296143
"151" -94.7557601928711 29.5588932037354
"152" -94.778678894043 29.5588932037354
"153" -94.7901382446289 29.5703506469727
"154" -94.7844085693359 29.5875396728516
"155" -94.767219543457 29.621919631958
"156" -94.7328414916992 29.6792144775391
"157" -94.7099227905273 29.7823467254639
"158" -94.6927337646484 29.822452545166
"159" -94.6984634399414 29.8396415710449
"160" -94.7099227905273 29.8453712463379
"161" -94.7385711669922 29.816722869873
"162" -94.7901382446289 29.7995338439941
"163" -94.8474349975586 29.765157699585
"164" -94.8818130493164 29.7250518798828
"165" -94.9104614257812 29.6906719207764
"166" -94.9276504516602 29.6906719207764
"167" -94.9677581787109 29.7193202972412
"168" -94.9963989257812 29.7422389984131
"169" -95.0193252563477 29.7479705810547
"170" -95.0021362304688 29.7536964416504
"171" -95.0307769775391 29.7422389984131
"172" -95.036506652832 29.7307777404785
"173" -95.0135955810547 29.7078590393066
"174" -95.0135955810547 29.6964015960693
"175" -95.0250473022461 29.6677532196045
"176" -95.0021362304688 29.6505641937256
"177" -94.9906692504883 29.6276454925537
"178" -95.0078659057617 29.5932693481445
"179" -95.0193252563477 29.5818119049072
"180" -95.0193252563477 29.5588932037354
"181" -95.0021362304688 29.5474319458008
"182" -94.9677581787109 29.5359745025635
"183" -94.9333801269531 29.5245132446289
"184" -94.9333801269531 29.5073261260986
"185" -94.962028503418 29.4901371002197
"186" -94.962028503418 29.4729499816895
"187" -94.9219207763672 29.4672183990479
"188" -94.9104614257812 29.4328422546387
"189" -94.9104614257812 29.3927364349365
"190" -94.9161911010742 29.3526287078857
"191" -94.9276504516602 29.3354396820068
"192" -94.956298828125 29.3411674499512
"193" -94.9734878540039 29.3468990325928
"194" -95.0479736328125 29.2609539031982
"195" -95.0766143798828 29.2265777587891
"196" -95.1224517822266 29.2151165008545
"197" -95.1396484375 29.2208461761475
"198" -95.1568298339844 29.2380352020264
"199" -95.1740188598633 29.232307434082
"200" -95.1740188598633 29.1979274749756
"201" -95.1797485351562 29.1635513305664
"202" -95.2083969116211 29.1520938873291
"203" -95.231315612793 29.1291751861572
"204" -95.231315612793 29.1062564849854
"205" -95.2141265869141 29.0947952270508
"206" -95.1682891845703 29.1119842529297
"207" -95.1625595092773 29.1005268096924
"208" -95.2026672363281 29.0432319641113
"209" -95.2943420410156 28.9859371185303
"210" -95.3573608398438 28.9458293914795
"211" -95.4031982421875 28.9229106903076
"212" -95.5521774291992 28.8426971435547
"213" -95.6438446044922 28.7853984832764
"214" -95.7469787597656 28.7281036376953
"215" -95.8787612915039 28.6650772094727
"216" -96.0048141479492 28.6192417144775
"217" -96.125129699707 28.5562171936035
"218" -96.2798309326172 28.4760036468506
"219" -96.3371200561523 28.4301662445068
"220" -96.3657760620117 28.4129772186279
"221" -96.3829574584961 28.4301662445068
"222" -96.3772354125977 28.4358959197998
"223" -96.3543090820312 28.4760036468506
"224" -96.3084716796875 28.4817314147949
"225" -96.2397232055664 28.5275688171387
"226" -96.1136703491211 28.5848636627197
"227" -96.0563735961914 28.6135120391846
"228" -96.0162658691406 28.6421604156494
"229" -95.9933471679688 28.6650772094727
"230" -95.9016723632812 28.6822662353516
"231" -95.7813568115234 28.7452907562256
"232" -95.7584381103516 28.7624797821045
"233" -95.7584381103516 28.7853984832764
"234" -95.7813568115234 28.7853984832764
"235" -95.8157272338867 28.7853984832764
"236" -95.8615646362305 28.7567520141602
"237" -95.9188690185547 28.7452907562256
"238" -95.9933471679688 28.7109146118164
"239" -96.130859375 28.6364307403564
"240" -96.1824264526367 28.6192417144775
"241" -96.2339935302734 28.5905952453613
"242" -96.2569046020508 28.6135120391846
"243" -96.2569046020508 28.6307010650635
"244" -96.1938858032227 28.6307010650635
"245" -96.1881561279297 28.6421604156494
"246" -96.1996154785156 28.6536197662354
"247" -96.2397232055664 28.6478900909424
"248" -96.2397232055664 28.6650772094727
"249" -96.2110748291016 28.7452907562256
"250" -96.2110748291016 28.7682094573975
"251" -96.222526550293 28.7682094573975
"252" -96.2454528808594 28.7223720550537
"253" -96.2741012573242 28.6994533538818
"254" -96.2798309326172 28.7281036376953
"255" -96.2855606079102 28.7452907562256
"256" -96.2970123291016 28.716646194458
"257" -96.319938659668 28.6708087921143
